Audio_ID,File_Name,Codec,Dataset,System_ID,Label,Trim_Status,Usage,Vocoder_Type,Task,Team,Gender,Category
LA_0011,DF_E_2120717,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0047,DF_E_2121076,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2122216,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_2123812,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0004,DF_E_2124577,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0043,DF_E_2124725,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0030,DF_E_2124757,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_2124883,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_2125906,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_2126646,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_2126953,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_2130098,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2131489,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2132825,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
SEM2,DF_E_2133321,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2135176,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2137688,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2137725,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_2138002,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_2140481,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM4,DF_E_2141431,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0009,DF_E_2141789,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_2142628,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0007,DF_E_2144343,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM1,DF_E_2144428,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_2146616,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0034,DF_E_2147072,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2147744,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_2150359,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0041,DF_E_2150608,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0019,DF_E_2152603,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2153295,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
SEM2,DF_E_2154719,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_2155405,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0011,DF_E_2157511,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2159759,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0053,DF_E_2161465,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0005,DF_E_2166247,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_2166261,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_2167584,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_2167680,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2168749,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF1,DF_E_2171331,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0040,DF_E_2176139,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_2176275,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_2176397,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0014,DF_E_2178366,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0010,DF_E_2178879,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_2180420,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2180548,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0010,DF_E_2181305,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0059,DF_E_2181586,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0028,DF_E_2183271,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
SEF2,DF_E_2183508,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0033,DF_E_2183807,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2184707,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0051,DF_E_2185940,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2186484,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF4,DF_E_2186714,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2187204,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0056,DF_E_2187356,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2187832,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0043,DF_E_2187920,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0027,DF_E_2187943,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_2188619,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2189920,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF4,DF_E_2191258,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2197262,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
SEM1,DF_E_2198869,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2199547,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2201087,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0031,DF_E_2201740,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2205220,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0024,DF_E_2205834,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_2207318,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0025,DF_E_2209174,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2210321,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_2210468,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2210777,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0001,DF_E_2211880,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF1,DF_E_2213643,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0032,DF_E_2215297,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF4,DF_E_2216660,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2217160,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_2218038,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
VCC2SM4,DF_E_2218170,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_2220736,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2223265,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF2,DF_E_2225864,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2227228,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2227262,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_2227303,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0010,DF_E_2231203,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0056,DF_E_2234539,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
SEF1,DF_E_2235070,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0038,DF_E_2235362,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2235474,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0008,DF_E_2235978,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0033,DF_E_2236343,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2236400,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2237427,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
SEF1,DF_E_2239654,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2240691,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2241524,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_2241633,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0031,DF_E_2241963,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0040,DF_E_2244303,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0027,DF_E_2246868,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2248052,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0018,DF_E_2248189,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0034,DF_E_2250282,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_2251120,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_2252677,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0012,DF_E_2253767,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_2253996,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_2254216,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_2254911,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2257423,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_2257439,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_2258129,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2259895,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2263486,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2263595,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_2264532,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0016,DF_E_2264710,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_2265368,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2265610,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2266558,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_2267191,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_2268158,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_2272025,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2272367,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0028,DF_E_2272493,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2272495,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_2273073,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0031,DF_E_2273371,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0039,DF_E_2274320,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0049,DF_E_2274488,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_2275417,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SF4,DF_E_2275753,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2276108,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2279288,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0047,DF_E_2281255,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2283636,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2290328,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2292373,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM2,DF_E_2293539,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0029,DF_E_2295524,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2301927,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2302011,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
SEM1,DF_E_2302123,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2302133,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0033,DF_E_2306528,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_2307603,mp3m4a,asvspoof,-,1,trim,hidden,bonafide,-,-,-,-
LA_0040,DF_E_2308248,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_2308596,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_2308874,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2312861,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
LA_0040,DF_E_2313152,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
SEF2,DF_E_2316136,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2317050,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2317467,mp3m4a,asvspoof,-,1,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_2317736,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2319173,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2319812,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_2320314,mp3m4a,vcc2020,-,1,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2320347,mp3m4a,vcc2018,-,1,notrim,eval,bonafide,-,-,-,-
